Nr.,Njësitë,AKP ID,Çmimi më i Lartë,Ofertuesi_1,Çmimi_1,Ofertuesi_2,Çmimi_2,Ofertuesi_3,Çmimi_3,source_file,page_number,Zyret Regjionale
118,Njësia nr.119-NBI Suhareka Prona në Grejkoc 2,PRZ006,0.0,0,0.0,0,0.0,0,0.0,9635D45D-E656-4BC3-AACC-5710AB9DB588.pdf,3,
119,Njësia nr.120-NB Mirusha Prona në Damanek,PRZ008,0.0,0,0.0,0,0.0,0,0.0,9635D45D-E656-4BC3-AACC-5710AB9DB588.pdf,3,
SHUMA TOTALE E PRANUAR NGA OFERTUESIT MË TË LARTË,,,2785409.0,,,,,,,9635D45D-E656-4BC3-AACC-5710AB9DB588.pdf,3,
TOTALI I OFERTAVE TE PRANUARA,,,108.0,,,,,,,9635D45D-E656-4BC3-AACC-5710AB9DB588.pdf,3,
1,Njësia nr.04: Pasuria Bujqësore Toka në Sojevë (Lot B),GJI011,111112.0,L39,111112.0,L32,48200.0,L22,45667.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
2,Njësia nr.05: Plantacioni Toka në Lloshkobare (Lot A),GJI012,131999.0,L17,131999.0,L38,81251.0,L06,80101.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
3,Njësia nr.07: Agromorava Toka në Viti (Lot B),GJI035,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
4,Njësia nr.09: NSH Produkt Parcela 871-1 në Klinë e Epërme,MIT008,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
5,Njësia nr.10: NSH Produkt Toka bujqësore në Prekaz i Epërm 1,MIT008,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
6,Njësia nr.11: NSH Produkt Toka bujqësore në Prekaz i Epërm 2,MIT008,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
7,Njësia nr.12: NSH Trepça Hoteleria Lokali i përkohshëm në Mitrovicën Veriore,MIT037,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
8,Njësia nr.13: NSH LUX Lokali Biserka në Mitrovicën Veriore,MIT039,122888.0,L01,122888.0,L29,115150.0,L31,115113.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
9,Njësia nr.14: NSH LUX Vetëshërbimi 8 marsi në Mitrovicën Veriore,MIT039,179150.0,L28,179150.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
10,Njësia nr.15: Toka në Dashinoc 3,PEJ018,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
11,Njësia nr.16: Parcela nr. 293 në Dashinoc,PEJ018,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
12,Njesia nr.17: Tokë Bujqësore në Damjan 1,PEJ021,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
13,Njësia nr.18: Toka Bujqësore në Damjan 2,PEJ021,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
14,Njësia nr.19: Toka Bujqësore në Damjan 3,PEJ021,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
15,Njësia nr.22: Parcela nr. 821 në Zatriq,PEJ092,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
16,Njësia nr.23: Ish-dyqani i mobileve në Deçan,PEJ146,34720.0,L43,34720.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
17,Njësia nr.24: Gërmia Shitorja nr.138 Mitrovicë e Veriut,PRN093,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
18,Njësia nr.27: KB Kosova Tokë Bujqësore Grackë e Vjetër I,PRN082,155777.0,L14,155777.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
19,Njësia nr.28: KB Kosova Tokë Bujqësore Suhadoll III,PRN082,15000.0,L33,15000.0,L40,11200.0,L16,11111.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
20,Njësia nr.29: KB Kosova Tokë Bujqësore Rufc i Ri I,PRN082,81000.0,L41,81000.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
21,Njesia nr.30: KB Kosova Tokë Bujqësore Rufc i Ri II,PRN082,44849.0,L19,44849.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
22,Njësia nr.31: Ratar Tokë Bujqësore Llapllasellë II,PRN115,340000.0,L34,340000.0,L36,258888.0,L18,212345.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
23,Njësia nr.33: Ratar Tokë Bujqësore Prishtinë V,PRN115,155673.0,L15,155673.0,L42,83000.0,L08,76100.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
24,Njësia nr.35: NSH Lavërtari Blegtori - Tokë Bujqësore në Trepetincë 5,PRZ009,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
25,Njësia nr.36: NSH Lavërtari Blegtori - Tokë Bujqësore në Trepetincë 7,PRZ009,85011.0,L04,85011.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
26,Njësia nr.37: NBI Rahoveci - Prona në Krushë të Madhe 1,PRZ011,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
27,Njësia nr.38: NBI Rahoveci - Prona në Krushë të Madhe 2,PRZ011,119000.0,L25,119000.0,L30,32660.0,L35,27797.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
28,Njësia nr.39: NBI Rahoveci - Prona në Krushë të Madhe 3,PRZ011,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
29,Njësia nr.40: NSH Zadruga Shtërpce- Prona në Sevce 1,GJI033,11100.0,L09,11100.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
30,Njësia nr.41: NSH Zadruga Shtërpce - Prona në Sevce 3,GJI033,6100.0,L10,6100.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
31,Njësia nr.42: NSH Zadruga Shtërpce - Prona në Sevce 4,GJI033,11100.0,L11,11100.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
32,Njësia nr.43: NSH Zadruga Shtërpce - Prona në Sevce 5,GJI033,55555.0,L23,55555.0,L12,13500.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
33,Njësia nr.44: NSH Vreshtaria - Toka Bujqësore në Mamushë 1,PRZ010,0.0,0,0.0,0,0.0,0,0.0,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
SHUMA TOTALE E PRANUAR NGA OFERTUESIT MË TË LARTË,,,1660034.0,,,,,,,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
TOTALI I OFERTAVE TE PRANUARA,,,43.0,,,,,,,B352B47D-137B-4288-B4B8-0CF48537989B.pdf,1,
1,Njësia nr.01: Agrokultura Toka në Stançiq (Lot C),GJI004,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
2,Njësia nr.02: Zhivko Vasiç Toka në Petroc (Lot D),GJI027,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
3,Njësia nr.03: Agromorava Toka në Sadovinë të Çerkezve (Lot F),GJI035,18600.0,L38,18600.0,L75,13227.0,L73,10420.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
4,Njësia nr.04: Agromorava Toka në Viti (Lot G),GJI035,9000.0,L48,9000.0,L78,7770.0,L80,5800.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
5,Njësia nr.05: Agromorava Toka në Pozharan (Lot F),GJI035,6500.0,L49,6500.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
6,Njësia nr.06: Agromorava Toka në Sllatinë të Poshtme (Lot D),GJI035,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
7,Njësia nr.07: Pasuria Bujqësore Toka në Pojatë (Lot D),GJI011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
8,Njësia nr.08: Pasuria Bujqësore Toka në Rakaj (Lot C),GJI011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
9,Njësia nr.09: Agromorava Toka në Budrigë të Epërme (Lot B),GJI035,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
10,Njësia nr.10: Agromorava Toka në Viti (Lot E),GJI035,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
11,Njësia nr.11: Agrokultura Toka në Stançiç (Lot B),GJI004,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
12,Njësia nr.12: Morava Partesh Toka në Cërnicë (Lot B),GJI018,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
13,Njësia nr.13: Pasuria Bujqësore Toka në Pojatë (Lot B),GJI011,3600.0,L23,3600.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
14,Njësia nr.14: KB Zhegra Toka në Lladovë (Lot B),GJI024,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
15,Njësia nr.15: Agromorava Toka në Gushicë (Lot A),GJI035,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
16,Njësia nr.16: Agrokultura Parcela 364-1 në Lushtë,MIT002,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
17,Njësia nr.17: Agrokultura Parcela 4-0 në Lushtë,MIT002,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
18,Njësia nr.18: Drenica Parcela 186-0 në Gllanaselë,PRN011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
19,Njësia nr.19: IMB Lokali në Zubin Potok,MIT001,60903.0,L60,60903.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
20,Njësia nr.20: NSH Univerzal Lokali nr.2,MIT051,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
21,Njësia nr.21: NSH Univerzal Lokali nr.4,MIT051,111001.0,L56,111001.0,L53,91010.0,L55,83020.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
22,Njësia nr.22: Univerzal Lokali 5 në Leposaviq,MIT051,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
23,Njësia nr.23: Obuça Lokali në Mitrovicën Veriore,MIT143,22100.0,L06,22100.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
24,Njësia nr.24: Produkt Parcelat 1430-0; 1431-0 dhe 1432-0 në Klinë e Epërme,MIT008,20000.0,L107,20000.0,L12,17350.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
25,Njësia nr.25: KB Leposaviq Parcela 01621-0 në Trebiqe,MIT055,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
26,Njësia nr.26: IMB Lokali 8,MIT001,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
27,Njësia nr.27: Produkt Parcela 00327-0 në Kllodernicë,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
28,Njësia nr.28: Produkt Parcela 00333-0 në Polac i Ri,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
29,Njësia nr.29: Elan Parcelat 516 dhe 517 në Liqej,MIT012,5555.0,L37,5555.0,L11,5100.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
30,Njësia nr.30: Elan Parcela 519 në Liqej,MIT012,5100.0,L10,5100.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
31,Njësia nr.31: NSH Univerzal Parcela dhe Lokali në Kijevciq,MIT051,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
32,Njësia nr.32: Drenica Parcela 00767-0 në Sankoc,PRN011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
33,Njësia nr.33: Produkt Parcela 600-0 në Polac i Ri,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
34,Njësia nr.34: Drenica Parcela 00702-0 në Tërstenik,PRN011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
35,Njësia nr.35: NSHBQ Drenica Toka në Polluzhë Parcela 28-0,PRN011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
36,Njësia nr.36: Çyçavica Vetëshërbimi 3304 në Prelluzhë,MIT042,5555.0,L91,5555.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
37,Njësia nr.37: Drenica Parcela 00722-0 në Tërstenik,PRN011,2350.0,L05,2350.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
38,Njësia nr.38: Drenica Parcela 00799-0 në Tërstenik,PRN011,30000.0,L62,30000.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
39,Njësia nr.39: Produkt Parcela 00139-0 në Çitak,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
40,Njësia nr.40: Produkt Toka në Makërmal,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
41,Njësia nr.41: Elan Parcela 00176-0 dhe 00177-0 ZK Bivolak,MIT012,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
42,Njësia nr.42: NSH LUX Lokali Afarist Rudar,MIT039,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
43,Njësia nr.43: Produkt Toka në Brojë 3,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
44,Njësia nr.44: Produkt Tokë në Brojë 4,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,1,
45,"Njësia nr.45: KB Prelluzhë Ngastrat 0150-0, 0151-0 dhe 0159-0",MIT092,11555.0,L17,11555.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
46,Njësia nr.46: KB Prelluzhë Ngastra 0118-0,MIT092,9777.0,L45,9777.0,L18,6555.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
47,Njësia nr.47: Produkt Toka në Vitak,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
48,Njësia nr.48: Produkt Toka në Klinë e Epërme 2,MIT008,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
49,Njësia nr.49: NSHBQ Drenica Toka në Polluzhë Parcela 54-0,PRN011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
50,Njësia nr.50: NSHBQ Drenica Toka në Gllanaselë nr.1,PRN011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
51,Njësia nr.51: Toka në Maznik 1,PEJ018,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
52,"Njësia nr.52: Parcelat nr. 1011-0, 1012 ZK Shishmon i Bokës",PEJ029,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
53,Njësia nr.53: Toka në Osojan,PEJ036,53456.0,L13,53456.0,L51,40100.0,L16,30089.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
54,"Njësia nr.54: Parcelat nr. 805, 807, 828 ZK Shushicë",PEJ036,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
55,Njësia nr.55: Toka bujqësore në Tërstenik 1,PEJ055,141000.0,L104,141000.0,L08,83567.0,L106,34444.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
56,Njësia nr.56: Toka bujqësore në Tërstenik 2,PEJ055,121000.0,L105,121000.0,L79,62677.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
57,Njësia nr.57: Toka bujqësore në Moglicë 1,PEJ029,66500.0,L68,66500.0,L85,41222.0,L04,23590.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
58,Njësia nr.58: Toka në Uçë,PEJ034,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
59,Njësia nr.59: NSH Bujqësia Parcelat nr. 35/1 dhe 79/0 ZK Kpuz,PEJ055,65000.0,L87,65000.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
60,Njësia nr.60: Parcela nr. 303/1 ZK Kpuz,PEJ055,65000.0,L88,65000.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
61,Njësia nr.61: Parcela nr. 303/165 ZK Kpuz,PEJ055,10000.0,L89,10000.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
62,Njësia nr.62: Parcela nr.952 në ZK Cërmjan,PEJ003,3150.0,L31,3150.0,L32,2950.0,L33,2600.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
63,Njësia nr.63: KB Rogova Parcela nr.639-0 në ZK Rogovë I,PEJ021,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
64,"Njësia nr.64: Parcelat nr. 273, 274, 275 në ZK Kashicë",PEJ036,7001.0,L97,7001.0,L112,5900.0,L09,3605.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
65,Njësia nr.65: KB Gurrakoc Parcela nr. 327 në Tomoc,PEJ035,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
66,Njësia nr.66: NSH Dubrava Toka në Shushicë,PEJ036,11607.0,L111,11607.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
67,Njësia nr.67: KB Ujmiri Parcela nr. 311 në Ujmir,PEJ040,8770.0,L14,8770.0,L03,8000.0,L98,PARSE_ERROR: Refuzim 6.10 (could not convert string to float: 'Refuzim 6.10'),299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
68,Njësia nr.68: KB Ujmiri Parcela nr. 511 në Ujmir,PEJ040,PARSE_ERROR: Refuzim 6.10 (could not convert string to float: 'Refuzim 6.10'),L99,PARSE_ERROR: Refuzim 6.10 (could not convert string to float: 'Refuzim 6.10'),0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
69,Njësia nr.69: NPB Malishgani - Toka bujqësore në Zllakuqan,PEJ172,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
70,Njësia nr.70: Toka Bujqësore në Videjë,PEJ055,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
71,Njësia nr.71: KB Liria - Toka Bujqësore në Berkovë,PEJ038,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
72,"Njësia nr.72: NPB Malishgani - Parcela nr. 158-54, 158-55 në Zllakuqan",PEJ172,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
73,"Njësia nr.73: NPB Malishgani - Parcelat nr. 244-1, 245-4 në Dranashiq",PEJ172,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
74,Njësia nr.74: Toka Bujqësore në Zallq 2,PEJ035,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
75,Njësia nr.75: Toka Bujqësore në Zallq 5,PEJ035,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
76,Njësia nr.76: Toka Bujqësore në Jashanicë,PEJ172,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
77,Njësia nr.77: Ratar Tokë Bujqësore Llapllasellë XVI,PRN115,1015000.0,L63,1015000.0,L66,1002000.0,L82,844444.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
78,Njësia nr.78: Ratar Tokë Bujqësore Llapllasellë XVII,PRN115,844444.0,L83,844444.0,L64,808000.0,L114,601200.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
79,Njësia nr.79: Ratar Tokë Bujqësore Llapllasellë XVIII,PRN116,701701.0,L47,701701.0,L69,700005.0,L65,505000.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
80,Njësia nr.80: KB Liria Tokë Bujqësore Bardhosh I,PRN144,149750.0,L117,149750.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
81,Njësia nr.81: KB Liria Tokë Bujqësore Bardhosh II,PRN144,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
82,Njësia nr.82: KB Liria Tokë Bujqësore Bardhosh III,PRN144,120190.0,L84,120190.0,L41,79999.0,L58,67899.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
83,Njësia nr.83: KB Liria Tokë Bujqësore Bardhosh IV,PRN144,63750.0,L119,63750.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
84,Njësia nr.84: KB Liria Tokë Ballaban,PRN144,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
85,Njësia nr.85: Gërmia Shitorja nr. 137 Mitrovicë e Veriut,PRN093,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
86,Njësia nr.86: Ratar Tokë Bujqësore Graçanicë VI,PRN115,311006.0,L86,311006.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
87,Njësia nr.87: Ratar Tokë Bujqësore Graçanicë VII,PRN115,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
88,Njësia nr.88: KB Shtime Tokë Bujqësore Muzeqinë I,PRN020,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
89,Njësia nr.89: KB Kosova Tokë Bujqësore Livagjë XIII,PRN082,128000.0,L76,128000.0,L70,120000.0,L42,88999.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
90,Njësia nr.90: KB Kosova Tokë Bujqësore Livagjë XV,PRN082,74000.0,L29,74000.0,L77,72000.0,L43,55555.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
91,Njësia nr.91: KB Kosova Tokë Bujqësore Suhodoll X,PRN082,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
92,,PRN017,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,2,
93,Njësia nr.93: KB Liria Tokë Bujqësore Breznicë VI,PRN144,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
94,Njësia nr.94: KB Drita Tokë Bujqësore Hërticë,PRN015,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
95,Njësia nr.95: KB Flora Tokë Bujqësore Revuq I,PRN017,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
96,Njësia nr.96: KB Drita Tokë Bujqësore Surkish I,PRN015,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
97,Njësia nr.97: KB Përparimi Tokë Bujqësore Llaushë,PRN019,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
98,Njësia nr.98: KB Përparimi Tokë Bujqësore Miroc I,PRN019,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
99,Njësia nr.99: NSH IT Drateks - Lokali afarist nr.4 Dragash,PRZ032,4000.0,L36,4000.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
100,Njësia nr.100: NSH Lavërtari-Blegtori - Tokë Bujqësore në Lubizhdë 13,PRZ009,521521.0,L52,521521.0,L93,288777.0,L24,220100.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
101,Njësia nr.101: NSH Lavërtari-Blegtori - Tokë Bujqësore në Landovicë 4,PRZ009,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
102,Njësia nr.102: NBI Rahoveci – Prona në Çifllak 5,PRZ011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
103,Njësia nr.103: NBI Rahoveci – Prona në Dejnë 1,PRZ011,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
104,Njësia nr.104: NSH Lavërtari-Blegtori- Tokë Bujqësore në Trepetince 11,PRZ009,26345.0,L40,26345.0,L35,24150.0,L39,23631.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
105,Njësia nr.105: NSH Zadruga Shtërpce - Prona në Beroc,GJI033,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
106,Njësia nr.106: NSH Zadruga Shtërpce - Prona në Biti e Epërme 9,GJI033,0.0,0,0.0,0,0.0,0,0.0,299178E0-7E97-4E11-9142-935FAFA629F9.pdf,3,
