single-post href,title
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(285).pdf,Shërbimi per arkivim fizik te dokumenteve per Komunen e Prishtinës 20.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(736).pdf,Sigurimi dhe kontrollimi teknik i automjeteve te zjarrefikesave -me negocim 20.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(86).pdf,Furnizimi me garderob dhe mbathje për Institucionet Parashkollore 18.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(284).pdf,Vendosja e kamerave ne Kryeqytet 18.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(735).pdf,Rregullimi dhe riparimi i ashensoreve 18.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(734).pdf,Sigurimi fizik i institucioneve komunale dhe institucioneve tjera varese- e negociuar 14.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(283).pdf,Renovimi i shkollave fillore 13.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(733).pdf,"Ndertimi i rruges Abedin Dino -Kolovice , faza e parë-RI TENDER 13.12.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(282).pdf,"Ndërtimi i rrugëve në Tasligje (rr. Rexhep Shema, rr. Naser Hajrizi, rr. Abdyl Ramaj, rr. Ukë Sadiku, rr. Mehmet Akif Ersoy, rr. Mbretnesha Teutë, rr. Shyqeri Kushevica) 11.12.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(732).pdf,Ndertimi i rrugeve IV LLOTE 11.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(281).pdf,Instalimi i drenazhes dhe sanime tjera në shkollën “Xhavit Ahmeti” dhe në IEAA tjera 08.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(731).pdf,Ndertimi i Ashensorit ne QKMF ne Veternik 08.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(280).pdf,Implementimi i Planit te mobilitetit 06.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(730).pdf,Furnizimi me pelet 06.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(729).pdf,Pastrimi i obbjekteve te KPSh-se - e negociuar 05.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(728).pdf,Furnizimi me barna dhe material shpenzues mjekësor për nevojat e KPSH-së 01.12.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(19).pdf,Ofrimi i shërbimeve për mobilitet 23.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(85).pdf,Ndërtimi i stadiumit 2 Korriku - (punë shtesë) 23.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(279).pdf,Ndërtimi i këndeve të lodrave dhe fitnesit (punë shtesë) 23.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(727).pdf,Mobilarët urban për xhepat urban për rrugën Eqrem Çabej në Prishtinë - Lot 2 23.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(278).pdf,Furnizimi me Inventar për IEA-çerdhja Xixëllonjat 22.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(726).pdf,Furnizimi me autoambulancë për QMU-RITENDERIM 22.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(84).pdf,Furnizimi dhe Mirëmbajtja e Parkut të Lodrave në Lagjen Ulpianë 17.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(277).pdf,"Demolimi, furnizimi dhe montimi i dyerve dhe dritareve per SHFMU ,,Meto Bajraktari dhe IEA te tjera 17.11.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(725).pdf,Renovimi i Shkollës Gjin Gazulli - Furnizim dhe Montimi i dyerve dhe dritareve - Lot 1 Ndërtimi i Drenazhës - Lot 2 17.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(725).pdf,Deratizimi për nevojat e kujdesit shëndetësor 15.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(276).pdf,Ndërtimi i fushave sportive në Komunën e Prishtinës- Fusha në Hajvali 08.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(723).pdf,Sistemet inteligjent te menaxhimit te ndertesave dhe zyrave ne Komunës se Prishtinës 08.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(722).pdf,Dekorimi i shesheve per festat e Fundvitit 06.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(275).pdf,Ndertimi i rruges Slivove-peshter dhe krahu i rruges ne Llajshece 03.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(721).pdf,Perpilimi i strategjise per kulture - ritender 03.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(83).pdf,Ndërtimi i tribunës lindore për stadiumin 2 Korriku - Faza II 01.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(274).pdf,Ndertimi i strehimores-parkut te qenve 01.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(720).pdf,Furnizim me Laptop dhe Furnizim me pc zero client 01.11.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(719).pdf,"Mirëmbajtja,servisimi i Paisjeve të TI-së ,furnizimi dhe montimi me pjesë rezervë 31.10.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(718).pdf,Pune shtesë Rikonstruimi i rrugës Nekibe Kelmendi 30.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(717).pdf,"Mirëmbajtja verore e rrugëve dhe trotuareve (fshirja, larja, pastrimi i kanal. atmosferik dhe ujëmbledhësit) 25.10.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(273).pdf,Rregullimi i Parkut në Drenoc - Prishtinë 20.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(716).pdf,Rregullimi i Parkut në Drenoc - Prishtinë 18.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(272).pdf,Sigurimi fizik i objekteve te KPSH-se ne Prishtine - e negociuar 17.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(715).pdf,Sherbime te sigurimit fizik te objekteve per rezidentet e SHPMPF-se 17.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(714).pdf,Rregullimi i varrezave dhe hapesirave ne Komunen e Prishtines 12.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(271).pdf,Ndertimi i mbikalimit tek stacioni i trenit 11.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(713).pdf,Ndërtimi i Rrugës Qëndresa - Mat (segmenti 1) - Lot 1 - Punë shtesë 11.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(712).pdf,Fushate vetëdijësuese Muaji tetor kunder trafikimit me qeninen njerezore 18 tetor deri me 19 nëntor Fushate vetëdijësuese 16 ditët e aktivimzimit kundër dhunës në familje 25 nëntor deri me 10 dhjetor 10.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(270).pdf,Ndërtimi dhe zgjerimi i kapaciteteve për ujitjen e tokave bujqësore si dhe riparimin e rrjetit te sistemit të ujitjes 06.10.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(711).pdf,"Angazhimi I 5 eksperteve per pune dhe detyre specifike, menaxhim te kontratave per nevojat e Komunes se Prishtines 27.09.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(82).pdf,Furnizim me Libra për bibloteken Hivzi Sylejmani 20.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(269).pdf,"Furnizim,montimi dhe rregullimi i teresishem i sistemit te klimatizimit ne objektin e ri te Komunes 20.09.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(710).pdf,"Vendosja e kamerave te sigurise -Furnizim,blerja dhe shtrirja e kabllos UTP per vendosjen e kamerave -pune shtese 20.09.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(709).pdf,Pune shtese vazhdimi i punimeve ne shkollen fillore 'Nene Tereze Vranidoll 18.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(81).pdf,Ndertimi dhe montimi i kiosqeve-ritender 13.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(268).pdf,Inventarizimi i administrates komunale 13.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(708).pdf,"Furnizim,montimi dhe rregullimi i teresishem i sistemit te klimatizimit ne objektin e ri te Komunes 13.09.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(267).pdf,Ndërtimi i terreneve dhe hapësirave sportive në lagjet Mat dhe Hajvali 13.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(707).pdf,Furnizim me materiale pedagogjike me standarde te reja unifikuese lot 1 dhe lot 2 13.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(706).pdf,Rregullimi I oborreve dhe tereneve sportive per institucionet edukative arsimore 08.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(705).pdf,Sinjalizimi horizontal dhe vertikal i rrugëve dhe vendbanimeve rurale 06.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(704).pdf,Ndertimi i rrugeve ne Butovc - Loto II 04.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(266).pdf,"Angazhimi I 5 eksperteve per pune dhe detyre specifike, menaxhim te kontratave per nevojat e Komunes se Prishtines 01.09.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(703).pdf,Ndërtimi i rrugës A - (punë shtesë) 01.09.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(265).pdf,"Furnizimi me dru per institucionet edukative arsimore, mireqenien sociale, bashkesite lokale, bibliotekat, AMF-te dhe nevojat tjera komunale 31.08.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(702).pdf,Sigurimi fizik i objekteve komunale dhe institucioneve tjera varese 31.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(701).pdf,Furnizim dhe montimi ii trafos elektrike për ndërtesën e Sindrom Down dhe Autizem 30.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(700).pdf,Renovimi i qendrës kulturore Llukar 25.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(18).pdf,Mirmbajtja e e-kiosqeve dhe furnizimi me pjese rezerve dhe toner per printer-RITENDER 2 24.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(80).pdf,Trajtimi i mbeturinave ndertimore(Deponive ilegale) 24.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(264).pdf,Ndërtimi i Aneksit të çerdhës Ardhmëria 24.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(699).pdf,Pastrimi i objekteve për rezidentet e SHPMPF 24.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(263).pdf,Ndertimi i fushes se futbollit ne Matiqan -RITENDER 21.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(698).pdf,Pune shtesë Ndërtimi i çerdhes Xixellonjat 21.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(697).pdf,Fushate e Vetedijesimit per qenet endacak 15.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(696).pdf,Furnizimi me mekanizëm bujqësor 11.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(262).pdf,Rikonstruimi i kulmit të objektit të Komunës së re 09.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(695).pdf,Ndertimi I salles se edukates fizike per SHFMU Gjergj Fishta 09.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(694).pdf,"Dezinfektimi, dezintusektimi dhe deratizimi I institucioneve edukative arsimore 08.08.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(693).pdf,Furnizimi me paisje rekuizita sportive dhe paisje te tjera për IEAA 07.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(692).pdf,"Furnizimi dhe montimi laurave ,pengesave te hyrjes së automjeteve ne objektet e Komunës 04.08.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(691).pdf,"Ndërtimi i tri mbikalimeve të përkohëshme në Aktash, Lakërishtë dhe Arbëri 03.08.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(261).pdf,"Furnizimi,servisimi,pastrimi dhe mirëmbajtja të aparateve kundër zjarrit për rezidentet e SHPMPF 02.08.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(690).pdf,Furnizimi servisimi pastrimi lubrifikimi dhe mirembajtja me pjese rezerve per panele solare per rezidentet e SHPMPF 02.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(689).pdf,Mirëmbajtja e ashensorëve për objektet e Komunës së Prishtinës dhe Mirëmbajtja e ashensorëve për objektet e banimit kolektiv 01.08.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(260).pdf,Furnizim me pajisje për salla dhe terrene sportive 31.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(688).pdf,Rikonstruimi i rrugëve në lagjen Kodra e Trimave 31.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(259).pdf,Rikonstruimi dhe ndertimi i rrugeve ne Prishtine - Ritender 31.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(687).pdf,Rikonstruimi i rruges Ilir Konushevci dhe ndertimi i rruges Deshmoret e Ponoshecit dhe Sylejman Vuciterna 31.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(258).pdf,Instalimi dhe mirëmbajtja e elektrikës në Institucionet Arsimore 31.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(79).pdf,Ndertimi i disa rrugeve ne Komunën e Prishtines-Ritender 28.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(257).pdf,Furnzim me biçikleta për Kryeqytetin 28.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(686).pdf,Matja e Opinionit Publik 28.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(256).pdf,Trajtimi i rrugëve me zhavor në fshatrat e Komunës së Prishtinës 27.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(685).pdf,Hartimi i projektit kryesor për ndërtimin e nënkalimit (tunelit) automobilistik në kryqëzim të rrugëve Agim Ramadani dhe Ibrahim Lutfiu Prishtinë 27.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(255).pdf,Furnizim me aparat fotografik dhe paisjet përcjellese të saj 24.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(684).pdf,Mirmbajtja e ekisoqeve dhe fusniyimi me tonere per printer 24.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(254).pdf,Pastrimi i objekteve shkollore - Shkollat e mesme dhe institucionet parashkollore në Komunën e Prishtinës 21.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(683).pdf,Furnizimi me material shpenzues per nevojat e Komunes 21.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(253).pdf,"Asistenca per raste emergjente -ushqim, pije , veshmbatje etj. 20.07.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(682).pdf,Ndërtimi i Tribunës për Klubin Futbollistik KF Ramiz Sadiku 20.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(17).pdf,Trajtimi I materialeve dhe mbetjeve qe permbajne Azbest 19.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(252).pdf,Servisimi dhe mirembajtja e automjeteve të KPSH-se 19.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(681).pdf,Rregullimi i varrezave te deshmoreve ne Viti te Marecit - Prishtine 19.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(251).pdf,"Rregullimi i oborreve, trotuareve dhe shkalleve te Institucioneve te KPSH-se 19.07.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(680).pdf,Ndërtimi dhe furnizimi me serra 19.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(250).pdf,Furnizim me inventar shkollor per artikuj qe nuk jane me AQP-ne 18.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(679).pdf,Rrethrrotullimi Lakrishtë-Rrethrrotullimi Arbëri Pune shtese 18.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(249).pdf,Furnizimi me inventar për QPS-Prishtinë 14.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(678).pdf,Ndërtimi i shkollës së mesme 7 Shtatori 14.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(78).pdf,Renovimi dhe mirmbajtja e dyshemeve per IEA 13.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(248).pdf,Furnizim me pajisje të Teknologjisë Informative 13.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(677).pdf,Ndërtimi i shkollës së mesme 7 Shtatori 13.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(676).pdf,Furnizim me lule për nevojat e kabinetit 07.07.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(247).pdf,Konsulencë për themelimin e Shërbimit të Arkitektit të Kryeqytetit për nevojat e Komunës së Prishtinës 28.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(675).pdf,Ndertimi i rrugeve IV LLOTE 28.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(246).pdf,Furnizimi me ushqim dhe pije për rezidentet e SHPM(shtepia e përsonave të moshuar dhe pa përkujdesje familjare ) 27.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(674).pdf,Investimi dhe rregullimi i hapsirave publike faza II-te 27.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(673).pdf,Ndërtimi i rrethojave për siguri në mobilitet 27.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(672).pdf,Organizimi i koncertit Rame Lahaj with friends 27.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(671).pdf,Rikonstruimi dhe mirëmbajtja e institucioneve arsimore 26.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(670).pdf,Ndërtimi i aneksit të Shkollës Pavarësia 21.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(669).pdf,Transporti i nxënësve dhe arsimtarëve për viset rurale 20.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(668).pdf,Vazhdimi i punimeve në shkollën fillore Nëna Terezë -RITENDER 15.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(667).pdf,"Furnizimi dhe montimi i dyerve te brendshme ne SHML “28 Nëntori ,SHML “Eqrem Qabej dhe IEA 14.06.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(666).pdf,Pastrimi i objekteve për shkollat fillore në Komunë të Prishtinës 13.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(665).pdf,Rikonstruimi i rruges Ilir Konushevci dhe ndertimi i rruges Deshmoret e Ponoshecit dhe Sylejman Vuciterna 08.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(664).pdf,Konsulencë për themelimin e Shërbimit të Arkitektit të Kryeqytetit për nevojat e Komunës së Prishtinës 07.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(663).pdf,Furnizim me barna për nevojat e Kujdesit Shëndetësor dhe Shtëpisë së Pleqëve 06.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(662).pdf,Ndertimi I parkut te banesat e standardit 05.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(661).pdf,Renovimi dhe mirembajtja e nyjeve sanitare ne IEA 05.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(660).pdf,Renovimi i SHFMU Meto Bajraktari Prishtine dhe IEA tjera sipas nevojes 01.06.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(245).pdf,Shërbime konsulente multidiciplinare për të përgaditur dizajnin dhe mbikëqyrur ndërtimin e një Kolegji të ri për Artet Pamore dhe Performancës në Prishtinë 31.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(658).pdf,Furnizimi dhe montimi i dritareve në SHFMU Xhemajl Mustafa dhe IEA-ve te tjera 31.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(657).pdf,"Ndertimi, rekonstruimi dhe sanimi i defketeve te kanalizimeve ne te gjitha fshatrat e Komunes se Prishtines ( Bardhosh, Braileva , Besi, Bernica , Busia, Grashtica ,Hajvalia ,Lebane, LLukar,Makoc,Matiqan, Mramor, Prugoc, Rimanisht,Sinidoll,Siqeve, Slivove, Sharban, Shkabaj, Tenezhdoll, Trude,Vranidoll, Çakllavic) 29.05.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(656).pdf,Furnzimi me TI-se per bashkesine lokale dhe administrate komunale –Ritender LOTO 3 29.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(16).pdf,Renovimi dhe mirëmbajtja e qëndrimeve ditore për të moshuar 26.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(77).pdf,Mirëmbajtja e rrjetit të ujësjellsit dhe kanalizimit në IEAA 26.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(244).pdf,Transformimi urban i rrugës Rexhep Luci 26.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(655).pdf,Furnizim me Veshmbathje-RITENDER 26.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(243).pdf,Renovimi i nyjeve sanitare per SHML 28 Nentori 25.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(654).pdf,Ndertimi i parkut linear ne lagjen e Spitalit- pune shtese 25.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(242).pdf,Rikonstruimi i rruges Ilir Konushevci dhe ndertimi i rruges Deshmoret e Ponoshecit dhe Sylejman Vuciterna 24.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(653).pdf,Implementimi i Planit te mobilitetit 24.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(15).pdf,Ndërtimi i kolektorit në Hajvali 19.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(76).pdf,Renovimi i pushimores në Banjë të Istogut 19.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(241).pdf,Furnizimi me enëlarëse dhe fshesa për larjen e tepihëve 19.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(652).pdf,Ndërtimi i rrugës Skënderbeu-Pune shtese 19.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(14).pdf,"Rikonstruimi dhe mirembajtja e IEAA-dyer dhe dritare per shkollat Iliria, Gjergj Fishta dhe Naim Frasheri 17.05.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(75).pdf,Furnizimi me fidane dhe lule dekorative shumevjeqare per hapsirat publike dhe parqet 17.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(240).pdf,Ndertimi i shtegut ne Taukbahqe 17.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(651).pdf,Sismeti i menaxhimit elektronik te automjeteve me paisje GPS - RITENDER 17.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(239).pdf,Angazhimi i ekspertëve për nevojat e Drejtorisë për Parqe 15.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(650).pdf,Hartimi i projektit të detajuar për qendrën multikulturore “Gërmia” në Prishtinë 15.05.2023
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(13).pdf,"Demontimi , Transporti dhe deponimi i Azbestit nga objektet publike 12.05.2023"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(74).pdf,"Mirëmbajtja e rrjetit kompjuterik, shtrirja e kabllove dhe furnizimi me pjesë rezervë 12.05.2023"
